HJD,camera,magnitude,"magnitude error"
2454335.538333,146,14.4030,0.0652
2454335.538333,142,14.5593,0.0867
2454335.545544,146,14.4805,0.0674
2454335.545544,142,14.6175,0.0862
2454335.545984,146,14.4247,0.0632
2454335.545984,142,14.7786,0.0992
2454335.554167,146,14.3753,0.0544
2454335.554167,142,14.5637,0.0732
2454335.554606,142,14.5086,0.0696
2454335.554630,146,14.4156,0.0565
2454335.562176,146,14.1902,0.0415
2454335.562176,142,14.1833,0.0468
2454335.571574,146,14.1821,0.0378
2454335.571574,142,14.2851,0.0471
2454335.572002,146,14.2192,0.0390
2454335.580255,146,14.4184,0.0454
2454335.580255,142,14.3253,0.0478
2454335.580694,146,14.5068,0.0503
2454335.580694,142,14.4083,0.0519
2454335.581308,141,14.0024,0.0338
2454335.581725,141,14.0346,0.0351
2454335.590023,142,14.5667,0.0590
2454335.590035,146,14.4195,0.0452
2454335.590486,146,14.4035,0.0446
2454335.590486,142,14.5158,0.0562
2454335.591088,141,14.0166,0.0331
2454335.598808,146,14.4824,0.0480
2454335.598808,142,14.6424,0.0626
2454335.599236,142,14.5567,0.0573
2454335.599248,146,14.5764,0.0522
2454335.599896,141,14.1152,0.0358
2454335.600336,141,14.4348,0.0484
2454335.608796,146,14.4774,0.0483
2454335.608796,142,14.6323,0.0623
2454335.609236,146,14.7254,0.0599
2454335.609236,142,14.5715,0.0588
2454335.616493,146,14.6062,0.0538
2454335.616956,146,14.5106,0.0494
2454335.617986,141,14.5426,0.0534
2454335.625139,146,14.7010,0.0581
2454335.625579,146,14.8789,0.0700
2454335.626192,141,14.6358,0.0584
2454335.626632,141,14.7313,0.0637
2454335.632824,146,14.9017,0.0711
2454335.633264,146,14.9373,0.0740
2454335.641690,146,14.8635,0.0684
2454335.642130,146,14.8027,0.0646
2454335.649410,146,15.0853,0.0871
2454335.649850,146,15.1026,0.0886
2454335.674780,141,14.2284,0.0396
2454335.675220,141,14.2148,0.0393
2454335.681319,141,14.1548,0.0370
2454335.681759,141,14.2809,0.0410
2454335.687836,141,14.3772,0.0449
2454335.688275,141,14.4370,0.0476
2454335.695405,141,14.4393,0.0479
2454335.731007,141,14.6413,0.0592
2454335.731470,141,14.6173,0.0584
2454335.735370,141,14.7077,0.0683
2454335.735833,141,14.6398,0.0656
2454335.739942,141,14.2626,0.0572
2454335.740370,141,14.3011,0.0611
2454335.743275,141,14.7440,0.1194
2454335.743738,141,14.4864,0.0991
2454337.442465,146,14.8530,0.1703
2454337.442465,142,14.7385,0.1812
2454337.442894,146,14.2947,0.1021
2454337.442894,142,14.4988,0.1469
2454337.447917,146,14.0218,0.0782
2454337.447917,142,14.3416,0.1237
2454337.448380,146,14.2427,0.0952
2454337.448380,142,14.3602,0.1267
2454337.454606,142,14.8404,0.1913
2454337.454630,146,14.6586,0.1360
2454337.455069,146,14.8515,0.1628
2454337.455069,142,14.5325,0.1456
2454337.460023,146,14.9113,0.1700
2454337.460023,142,14.6877,0.1660
2454337.460486,146,14.6281,0.1294
2454337.460486,142,14.8409,0.1891
2454337.465463,146,14.7007,0.1363
2454337.465463,142,14.6944,0.1642
2454337.465903,146,14.2116,0.0874
2454337.465903,142,14.3814,0.1228
2454337.470880,142,14.8189,0.1810
2454337.471319,146,14.7126,0.1355
2454337.471319,142,15.0051,0.2122
2454337.477755,146,14.7812,0.1431
2454337.477755,142,15.3814,0.2980
2454337.478194,142,14.4003,0.1207
2454337.478218,146,15.2890,0.2270
2454337.483206,142,15.0297,0.2115
2454337.483229,146,14.8067,0.1446
2454337.483669,146,14.6231,0.1229
2454337.483669,142,15.0186,0.2113
2454337.490926,146,14.7754,0.1384
2454337.490926,142,14.6182,0.1417
2454337.491354,142,14.5866,0.1375
2454337.491366,146,14.8278,0.1440
2454337.497465,146,14.9742,0.1643
2454337.497465,142,14.7091,0.1562
2454337.497894,146,14.9189,0.1552
2454337.497894,142,14.3375,0.1100
2454337.504063,146,14.5418,0.1092
2454337.504063,142,14.7908,0.1635
2454337.504502,146,14.7066,0.1269
2454337.504502,142,14.5423,0.1292
2454337.510590,146,14.4717,0.1007
2454337.510590,142,14.7943,0.1616
2454337.511030,146,14.2196,0.0787
2454337.511030,142,14.6145,0.1362
2454337.518194,146,14.2037,0.0777
2454337.518194,142,14.4378,0.1147
2454337.518634,146,14.6801,0.1203
2454337.518634,142,14.4981,0.1211
2454337.525995,142,14.1399,0.0867
2454337.526007,146,14.4689,0.0966
2454337.533819,142,14.1505,0.0866
2454337.533843,146,14.5050,0.1008
2454337.534282,146,14.0870,0.0679
2454337.534282,142,14.3681,0.1057
2454337.541412,142,14.4797,0.1142
2454337.541435,146,14.2353,0.0779
2454337.541875,146,14.2875,0.0816
2454337.541875,142,14.2696,0.0938
2454337.549120,142,14.4947,0.1154
2454337.549132,146,14.5542,0.1032
2454337.549560,146,14.5568,0.1022
2454337.549560,142,14.7050,0.1396
2454337.556840,146,14.2675,0.0773
2454337.556840,142,14.4395,0.1079
2454337.557280,146,14.5300,0.0999
2454337.557280,142,14.4347,0.1080
2454337.567176,142,14.5066,0.1126
2454337.567188,146,14.9781,0.1485
2454337.567639,146,14.8328,0.1297
2454337.567639,142,14.5940,0.1208
2454337.575984,142,14.5821,0.1188
2454337.575995,146,14.6239,0.1057
2454337.576424,146,14.9740,0.1447
2454337.576424,142,14.7023,0.1317
2454337.584734,142,14.6246,0.1209
2454337.584757,146,14.2794,0.0754
2454337.585197,146,14.4380,0.0866
2454337.585197,142,14.8030,0.1405
2454337.593449,142,14.7034,0.1263
2454337.593889,146,14.4792,0.0876
2454337.593889,142,14.5102,0.1050
2454337.603229,146,15.1147,0.1496
2454337.603229,142,14.5332,0.1039
2454337.603692,142,14.5647,0.1071
2454337.610856,142,14.6317,0.1104
2454337.610880,146,14.5614,0.0876
2454337.611319,146,14.3956,0.0755
2454337.611319,142,14.6623,0.1128
2454337.619815,146,14.4474,0.0751
2454337.619815,142,14.4310,0.0862
2454337.620278,146,14.2259,0.0605
2454337.620278,142,14.2800,0.0750
2454337.627662,142,14.1331,0.0606
2454337.627685,146,14.1554,0.0528
2454337.628125,146,14.1694,0.0534
2454337.636586,146,14.3312,0.0549
2454337.636586,142,14.3596,0.0651
2454337.637025,146,14.1202,0.0449
2454337.637685,141,14.2980,0.0584
2454337.645336,146,14.4893,0.0536
2454337.645799,146,14.4860,0.0535
2454337.646435,141,14.3800,0.0515
2454337.646863,141,14.3654,0.0501
2454337.655116,141,14.1833,0.0373
2454337.655556,141,14.3875,0.0443
2454337.661632,141,14.4888,0.0477
2454337.662095,141,14.4376,0.0461
2454337.669155,141,14.7546,0.0599
2454337.669595,141,14.7851,0.0624
2454337.675637,141,14.8945,0.0684
2454337.676076,141,14.9639,0.0715
2454337.682106,141,15.0049,0.0742
2454337.682546,141,15.0018,0.0750
2454337.689919,141,14.9565,0.0707
2454337.690359,141,14.9671,0.0710
2454337.695613,141,14.9968,0.0734
2454337.696053,141,14.8272,0.0635
2454337.699965,141,14.7654,0.0604
2454337.700405,141,15.0219,0.0756
2454337.705567,141,14.8674,0.0666
2454337.706007,141,14.8886,0.0675
2454337.730081,141,14.4044,0.0461
2454337.730544,141,14.3630,0.0444
2454337.734514,141,14.4458,0.0506
2454337.734954,141,14.4584,0.0512
2454337.737789,141,14.5144,0.0595
2454337.738229,141,14.5286,0.0611
2454337.744699,141,14.6672,0.1182
2454337.745139,141,14.7389,0.1329
2454337.747998,141,14.6765,0.1780
2454337.748438,141,14.7226,0.1929
2454338.437905,146,14.9546,0.2135
2454338.437905,142,14.7605,0.2174
2454338.438368,146,14.7298,0.1730
2454338.438368,142,14.8058,0.2265
2454338.443507,146,14.7079,0.1680
2454338.443507,142,14.3022,0.1381
2454338.443947,142,14.4622,0.1623
2454338.443970,146,14.4653,0.1346
2454338.448958,146,14.2821,0.1107
2454338.448958,142,14.8754,0.2305
2454338.449421,146,14.6260,0.1520
2454338.449421,142,14.2664,0.1319
2454338.455683,142,14.2070,0.1230
2454338.455706,146,14.1556,0.0970
2454338.456146,146,14.2667,0.1072
2454338.456146,142,14.0936,0.1110
2454338.461123,146,14.4588,0.1263
2454338.461123,142,14.5468,0.1663
2454338.461551,146,14.0813,0.0894
2454338.466505,146,14.5251,0.1324
2454338.466505,142,14.2108,0.1198
2454338.466944,146,14.3401,0.1120
2454338.466944,142,14.6582,0.1817
2454338.473125,146,14.2906,0.1059
2454338.473125,142,14.7134,0.1889
2454338.473576,146,14.1763,0.0950
2454338.473576,142,14.2621,0.1249
2454338.478426,146,14.4737,0.1236
2454338.478426,142,14.6638,0.1765
2454338.478866,142,14.5161,0.1560
2454338.478889,146,14.3072,0.1064
2454338.484861,142,14.4808,0.1492
2454338.484873,146,14.9347,0.1867
2454338.485301,146,14.5257,0.1262
2454338.485301,142,14.4599,0.1461
2454338.492650,142,14.3018,0.1225
2454338.492674,146,14.3773,0.1098
2454338.493113,146,14.2602,0.0984
2454338.493113,142,14.8366,0.2006
2454338.499340,146,14.3561,0.1062
2454338.499340,142,14.5297,0.1502
2454338.499780,146,14.5335,0.1252
2454338.499780,142,14.5065,0.1481
2454338.505787,142,14.3919,0.1323
2454338.505810,146,14.9391,0.1815
2454338.506227,142,14.4945,0.1446
2454338.506250,146,14.9095,0.1763
2454338.513507,146,14.5315,0.1222
2454338.513507,142,14.7011,0.1722
2454338.513947,142,15.0669,0.2403
2454338.519977,146,14.7255,0.1450
2454338.519977,142,14.8020,0.1868
2454338.520417,142,14.6840,0.1666
2454338.520440,146,14.3867,0.1052
2454338.528819,146,14.6777,0.1364
2454338.528819,142,14.7632,0.1809
2454338.529282,146,14.5929,0.1274
2454338.529282,142,15.0300,0.2267
2454338.536470,146,15.0300,0.1903
2454338.536470,142,14.7090,0.1703
2454338.536933,146,14.7544,0.1471
2454338.536933,142,14.6350,0.1591
2454338.544248,146,14.4298,0.1086
2454338.544248,142,14.9115,0.2045
2454338.544664,142,14.5266,0.1433
2454338.544688,146,15.0495,0.1933
2454338.551887,146,14.4665,0.1112
2454338.551887,142,14.5156,0.1393
2454338.552315,142,14.3177,0.1155
2454338.552326,146,14.1795,0.0862
2454338.561782,146,14.3880,0.1035
2454338.561782,142,14.2868,0.1108
2454338.562245,146,14.8008,0.1523
2454338.562245,142,14.3182,0.1161
2454338.570590,146,14.2424,0.0907
2454338.570590,142,14.3197,0.1151
2454338.571030,146,14.2131,0.0870
2454338.571030,142,14.8667,0.1882
2454338.579340,146,14.4221,0.1060
2454338.579340,142,14.2485,0.1081
2454338.579769,142,14.4343,0.1279
2454338.579780,146,14.6141,0.1274
2454338.588079,146,14.5312,0.1155
2454338.588079,142,14.3207,0.1133
2454338.588519,146,14.9023,0.1639
2454338.588519,142,14.5047,0.1346
2454338.596863,146,14.7221,0.1377
2454338.596863,142,14.5711,0.1404
2454338.597292,146,14.7386,0.1399
2454338.597894,141,13.4607,0.0479
2454338.598356,141,13.1681,0.0369
2454338.605694,146,14.6805,0.1307
2454338.606134,142,14.6481,0.1510
2454338.606157,146,14.8403,0.1528
2454338.606817,141,13.3872,0.0441
2454338.607257,141,13.2918,0.0411
2454338.613449,146,14.5801,0.1200
2454338.613889,146,14.7030,0.1339
2454338.614502,141,12.8736,0.0277
2454338.614942,141,12.8485,0.0267
2454338.621134,142,14.6805,0.1520
2454338.621146,146,15.0211,0.1780
2454338.621609,146,14.9118,0.1582
2454338.622222,141,12.8852,0.0270
2454338.629919,146,15.1106,0.1910
2454338.629919,142,14.9915,0.1994
2454338.630359,142,14.9512,0.1916
2454338.631030,141,12.9370,0.0272
2454338.631470,141,12.9480,0.0280
2454338.637535,142,15.0538,0.2046
2454338.637975,142,14.6605,0.1452
2454338.638634,141,14.4895,0.1122
2454338.639063,141,14.4561,0.1103
2454338.647373,141,14.1915,0.0847
2454338.647813,141,14.3045,0.0939
2454338.655000,141,14.0895,0.0751
2454338.655440,141,14.1660,0.0799
2454338.661539,141,14.0594,0.0695
2454338.661979,141,14.1256,0.0744
2454338.669271,141,14.1439,0.0715
2454338.669699,141,14.1336,0.0703
2454338.675845,141,14.1435,0.0655
2454338.676296,141,14.2175,0.0698
2454338.682407,141,14.3407,0.0692
2454338.682847,141,14.3781,0.0708
2454338.690093,141,14.3637,0.0580
2454338.690532,141,14.4605,0.0618
2454338.694421,141,14.5226,0.0596
2454338.694850,141,14.5196,0.0585
2454338.698866,141,14.4731,0.0507
2454338.699306,141,14.2923,0.0437
2454338.704259,141,14.4009,0.0465
2454338.704711,141,14.6509,0.0576
2454338.728507,141,14.5349,0.0526
2454338.728958,141,14.5252,0.0525
2454338.737396,141,14.4702,0.0572
2454338.737836,141,14.4908,0.0594
2454338.742917,141,14.7687,0.1058
2454338.743356,141,14.5926,0.0949
2454338.746215,141,14.1668,0.0874
2454338.746655,141,14.0763,0.0850
2454339.436250,146,14.6498,0.2050
2454339.436250,142,14.3493,0.1845
2454339.436690,146,14.8783,0.2521
2454339.436690,142,14.8401,0.2911
2454339.441794,146,15.6751,0.5235
2454339.441794,142,14.6750,0.2458
2454339.442245,146,14.4114,0.1633
2454339.442245,142,14.7548,0.2656
2454339.448553,146,14.2336,0.1369
2454339.448553,142,15.0483,0.3398
2454339.448993,146,15.1962,0.3323
2454339.448993,142,15.2068,0.3945
2454339.453912,146,14.2385,0.1324
2454339.453912,142,14.7429,0.2520
2454339.454352,146,14.8851,0.2434
2454339.454352,142,14.3379,0.1731
2454339.459294,146,15.6256,0.4756
2454339.459294,142,14.4714,0.1951
2454339.459734,146,15.5556,0.4450
2454339.459734,142,14.9353,0.2997
2454339.464676,146,15.1142,0.2919
2454339.464676,142,14.6406,0.2230
2454339.465116,146,15.0558,0.2731
2454339.465116,142,14.4423,0.1884
2454339.471493,146,14.3208,0.1364
2454339.471493,142,14.8382,0.2667
2454339.471933,146,15.1944,0.3036
2454339.471933,142,15.0271,0.3164
2454339.476979,146,14.4501,0.1538
2454339.476979,142,14.6034,0.2105
2454339.477419,142,14.8244,0.2590
2454339.477442,146,15.3183,0.3378
2454339.484884,146,14.0526,0.1062
2454339.484884,142,14.2027,0.1447
2454339.485324,146,13.9310,0.0945
2454339.485324,142,14.4876,0.1877
2454339.491389,146,14.5986,0.1695
2454339.491829,142,14.3348,0.1601
2454339.497870,146,14.3285,0.1319
2454339.497870,142,14.3705,0.1622
2454339.498322,146,14.2605,0.1241
2454339.498322,142,14.3141,0.1543
2454339.504560,146,14.1945,0.1146
2454339.504560,142,14.4798,0.1761
2454339.504988,142,14.4306,0.1685
2454339.505000,146,14.3391,0.1316
2454339.512118,142,14.5319,0.1821
2454339.512141,146,15.4847,0.3725
2454339.512558,146,14.5883,0.1605
2454339.512558,142,14.2803,0.1453
2454339.519965,146,14.3602,0.1291
2454339.519965,142,14.9279,0.2597
2454339.520394,142,14.4406,0.1657
2454339.520405,146,15.2590,0.2971
2454339.527708,146,15.0288,0.2376
2454339.527708,142,14.4399,0.1617
2454339.528171,146,14.6062,0.1589
2454339.528171,142,14.4647,0.1671
2454339.535313,142,14.6161,0.1894
2454339.535336,146,14.3439,0.1262
2454339.535775,146,14.7231,0.1792
2454339.535775,142,14.3868,0.1545
2454339.543090,146,15.0071,0.2270
2454339.543090,142,14.3769,0.1492
2454339.543553,146,15.8359,0.4935
2454339.543553,142,14.5009,0.1694
2454339.550683,146,14.8799,0.2030
2454339.550683,142,14.5698,0.1789
2454339.551123,146,14.6016,0.1578
2454339.551123,142,14.2673,0.1357
2454339.560706,146,14.1195,0.1012
2454339.560706,142,14.7352,0.2087
2454339.561146,146,14.7156,0.1737
2454339.561146,142,14.7264,0.2055
2454339.569444,146,14.8484,0.1939
2454339.569884,146,14.2984,0.1183
2454339.578194,146,14.4048,0.1298
2454339.578657,146,15.4508,0.3391
2454339.587037,146,14.6020,0.1540
2454339.587477,146,14.5519,0.1484
2454339.594630,146,14.0950,0.0973
2454339.595069,146,13.9725,0.0853
2454339.596910,141,14.7061,0.1885
2454339.597350,141,14.5163,0.1566
2454339.603507,146,15.4847,0.3496
2454339.603970,146,14.1863,0.1056
2454339.603970,142,14.2650,0.1307
2454339.604630,141,14.0850,0.1040
2454339.605058,141,14.1093,0.1064
2454339.611192,146,15.0251,0.2290
2454339.611632,146,14.5961,0.1543
2454339.612257,141,13.5705,0.0641
2454339.612708,141,13.5519,0.0635
2454339.618785,146,14.3686,0.1240
2454339.619225,146,14.5899,0.1514
2454339.619873,141,14.5992,0.1629
2454339.620313,141,14.7600,0.1884
2454339.626377,146,14.6853,0.1638
2454339.626817,146,14.5027,0.1410
2454339.627442,141,15.5781,0.4014
2454339.627882,141,15.6752,0.4361
2454339.634132,146,14.8031,0.1875
2454339.634572,146,14.5328,0.1487
2454339.635185,141,15.9799,0.5788
2454339.635625,141,15.3251,0.3130
2454339.643843,141,15.2944,0.3059
2454339.644282,141,14.9875,0.2312
2454339.650914,141,15.1613,0.2695
2454339.651377,141,15.1293,0.2602
2454339.657419,141,15.0212,0.2355
2454339.657870,141,15.3020,0.3062
2454339.663958,141,15.4737,0.3512
2454339.664421,141,14.9548,0.2214
2454339.670486,141,14.8043,0.1921
2454339.670926,141,15.4064,0.3321
2454339.676898,141,15.3313,0.3099
2454339.677338,141,15.1303,0.2576
2454339.683495,141,15.0712,0.2414
2454339.683935,141,15.1467,0.2601
2454339.689167,141,14.9252,0.2112
2454339.689630,141,14.6196,0.1582
2454339.693588,141,14.8775,0.2003
2454339.694051,141,14.8335,0.1927
2454339.699097,141,14.8606,0.1924
2454339.699560,141,14.5783,0.1494
2454339.703507,141,14.8645,0.1919
2454339.703970,141,14.7145,0.1648
2454339.728021,141,14.9166,0.1518
2454339.728484,141,14.9256,0.1498
2454339.735706,141,14.8312,0.1108
2454339.736169,141,14.7336,0.1004
2454339.741458,141,15.0233,0.1294
2454339.741898,141,14.7412,0.1022
2454339.744722,141,15.0052,0.1529
2454339.745162,141,15.0266,0.1646
2454339.747882,141,14.9468,0.2039
2454339.748310,141,15.0613,0.2407
2454340.433380,142,14.6007,0.2765
2454340.433403,146,14.8914,0.3087
2454340.433819,142,14.0565,0.1679
2454340.433843,146,14.2166,0.1638
2454340.438762,146,14.8102,0.2842
2454340.438762,142,14.2858,0.2004
2454340.439225,146,14.1044,0.1483
2454340.439225,142,13.9719,0.1517
2454340.444201,146,14.4732,0.2032
2454340.444201,142,14.1597,0.1794
2454340.444641,146,14.0934,0.1446
2454340.444641,142,14.4408,0.2317
2454340.450926,146,14.8175,0.2781
2454340.450926,142,14.6294,0.2678
2454340.451366,146,15.1418,0.3706
2454340.451366,142,14.2778,0.1969
2454340.456435,146,14.4526,0.1963
2454340.456435,142,14.5453,0.2494
2454340.456875,146,14.5799,0.2215
2454340.456875,142,14.7023,0.2874
2454340.461887,146,15.4195,0.4703
2454340.461887,142,14.5466,0.2502
2454340.462326,146,14.8541,0.2810
2454340.462326,142,14.9487,0.3605
2454340.468519,146,13.8788,0.1149
2454340.468519,142,14.4658,0.2272
2454340.468958,142,15.0244,0.3852
2454340.468981,146,14.1785,0.1499
2454340.473993,146,15.1921,0.3793
2454340.473993,142,15.0990,0.4098
2454340.474433,146,14.8135,0.2676
2454340.474433,142,14.6573,0.2724
2454340.481713,146,15.5743,0.5339
2454340.481713,142,14.6977,0.2784
2454340.482153,146,17.1098,2.1903
2454340.482153,142,15.0977,0.3956
2454340.488160,146,15.6049,0.5447
2454340.488160,142,14.6196,0.2552
2454340.488600,142,14.6994,0.2720
2454340.488623,146,15.4435,0.4673
2454340.495058,142,14.8820,0.3170
2454340.495069,146,15.5400,0.5009
2454340.495498,146,16.0336,0.7989
2454340.495498,142,15.3171,0.4786
2454340.501539,142,14.2516,0.1748
2454340.501563,146,14.7157,0.2355
2454340.502002,146,15.9606,0.7394
2454340.502002,142,14.6044,0.2440
2454340.509398,146,14.7448,0.2386
2454340.509398,142,15.7006,0.6611
2454340.509838,146,14.2206,0.1469
2454340.509838,142,14.7001,0.2610
2454340.517326,146,13.9315,0.1100
2454340.517766,146,14.5766,0.2005
2454340.517766,142,14.3457,0.1888
2454340.524931,146,14.7225,0.2312
2454340.524931,142,14.5230,0.2224
2454340.525394,142,14.0669,0.1461
2454340.532674,146,14.4615,0.1812
2454340.532674,142,14.2344,0.1666
2454340.533113,146,14.7345,0.2324
2454340.533113,142,14.2814,0.1755
2454340.540231,142,14.4706,0.2086
2454340.540243,146,14.5608,0.1981
2454340.540671,146,15.3119,0.3958
2454340.540671,142,14.4664,0.2086
2454340.547870,142,14.6287,0.2401
2454340.547894,146,14.1539,0.1361
2454340.548310,142,14.1994,0.1611
2454340.548333,146,14.3980,0.1695
2454340.557951,146,15.1682,0.3434
2454340.557951,142,14.3185,0.1793
2454340.558391,146,16.0792,0.7835
2454340.558391,142,15.0273,0.3388
2454340.566632,146,15.1176,0.3284
2454340.566632,142,14.8694,0.2922
2454340.567072,146,14.4691,0.1806
2454340.567072,142,14.7011,0.2547
2454340.575324,142,14.3310,0.1811
2454340.575347,146,14.8449,0.2564
2454340.575787,146,14.4370,0.1751
2454340.575787,142,14.5081,0.2104
2454340.584132,146,14.9660,0.2855
2454340.584132,142,14.4827,0.2078
2454340.584560,146,14.3493,0.1622
2454340.584560,142,14.4926,0.2110
2454340.591725,146,15.6078,0.5206
2454340.591725,142,15.6733,0.6264
2454340.592153,146,16.9780,1.8348
2454340.592153,142,15.2231,0.4113
2454340.600428,146,14.5939,0.2076
2454340.600428,142,15.0102,0.3422
2454340.600868,146,14.9640,0.2868
2454340.600868,142,14.8866,0.3023
2454340.601470,141,14.2907,0.1656
2454340.601933,141,14.2436,0.1590
2454340.607940,146,14.8382,0.2599
2454340.608380,146,14.5859,0.2052
2454340.609063,141,13.7648,0.1040
2454340.609502,141,13.5552,0.0862
2454340.615752,146,14.9067,0.2786
2454340.615752,142,14.5620,0.2276
2454340.616192,146,14.2063,0.1459
2454340.616875,141,14.4311,0.1852
2454340.617315,141,14.6230,0.2217
2454340.623530,146,14.4379,0.1804
2454340.623970,146,14.3955,0.1752
2454340.624595,141,15.4946,0.4862
2454340.625023,141,15.9607,0.7571
2454340.631065,146,14.4864,0.1929
2454340.631528,146,14.8871,0.2809
2454340.632222,141,15.4438,0.4724
2454340.632650,141,15.7994,0.6556
2454340.640903,141,14.9141,0.2924
2454340.641366,141,15.0532,0.3330
2454340.647407,141,15.1471,0.3659
2454340.647836,141,15.0348,0.3306
2454340.653877,141,15.0558,0.3375
2454340.654317,141,14.8848,0.2864
2454340.660231,141,15.2723,0.4108
2454340.660660,141,15.2197,0.3921
2454340.666863,141,15.0686,0.3465
2454340.667292,141,14.8957,0.2956
2454340.673299,141,15.1078,0.3557
2454340.673738,141,15.3402,0.4459
2454340.680995,141,15.1706,0.3843
2454340.681435,141,15.3700,0.4564
2454340.686412,141,14.9169,0.3046
2454340.686863,141,15.1505,0.3792
2454340.690764,141,15.0295,0.3399
2454340.691227,141,15.2853,0.4235
2454340.695150,141,14.7201,0.2571
2454340.695590,141,14.7412,0.2623
2454340.699502,141,15.3895,0.4692
2454340.699942,141,15.6070,0.5843
2454340.703831,141,15.2324,0.4135
2454340.704294,141,14.9825,0.3245
2454340.725903,141,15.2113,0.4108
2454340.726366,141,14.7292,0.2639
2454340.729213,141,14.5936,0.2332
2454340.729676,141,14.6614,0.2483
2454340.733738,141,14.8209,0.2881
2454340.734178,141,14.6358,0.2400
2454340.739421,141,14.8588,0.2950
2454340.739850,141,14.9188,0.3169
2454340.742685,141,14.9068,0.3171
2454340.743148,141,15.4306,0.5152
2454340.746019,141,14.7487,0.2849
2454340.746481,141,14.5494,0.2389
2454340.749410,141,14.8767,0.3543
2454340.749838,141,14.7277,0.3156
2454341.437778,142,14.4658,0.3744
2454341.437847,146,14.7141,0.4137
2454341.438275,142,14.2329,0.3031
2454341.443530,142,14.6698,0.4403
2454341.443947,142,14.4522,0.3595
2454341.443970,146,14.2385,0.2575
2454341.447778,146,13.6499,0.1499
2454341.447778,142,14.7187,0.4588
2454341.448229,146,13.6923,0.1560
2454341.448229,142,14.6880,0.4464
2454341.452315,146,13.5591,0.1362
2454341.452315,142,15.4352,0.8786
2454341.452755,146,14.2636,0.2575
2454341.452755,142,13.9210,0.2170
2454341.456701,146,14.4598,0.3063
2454341.456701,142,14.1057,0.2557
2454341.457141,142,14.5901,0.3973
2454341.462315,146,13.7593,0.1587
2454341.462315,142,14.7324,0.4455
2454341.462778,142,13.7824,0.1835
2454341.467824,146,14.3767,0.2745
2454341.467824,142,15.3275,0.7584
2454341.468275,146,15.0930,0.5294
2454341.468275,142,14.6601,0.4061
2454341.472257,142,14.1534,0.2555
2454341.472269,146,14.3017,0.2506
2454341.472697,146,14.0217,0.1941
2454341.472697,142,14.6646,0.4088
2454341.479086,146,14.0425,0.1993
2454341.479086,142,14.1279,0.2441
2454341.479525,146,16.4143,1.7300
2454341.479525,142,14.2513,0.2781
2454341.484630,146,14.6686,0.3458
2454341.484630,142,14.2361,0.2728
2454341.485081,146,14.1098,0.2114
2454341.485081,142,16.1160,1.5426
2454341.490289,146,14.0034,0.1877
2454341.490289,142,14.4443,0.3253
2454341.490729,146,15.4753,0.7240
2454341.490729,142,14.9195,0.5049
2454341.495833,146,15.1618,0.5430
2454341.495833,142,14.5699,0.3640
2454341.496319,146,14.3559,0.2603
2454341.496319,142,14.6772,0.4017
2454341.501343,142,14.4399,0.3157
2454341.501782,142,14.6893,0.3984
2454341.507940,142,14.7604,0.4253
2454341.508380,142,14.5444,0.3487
2454341.514630,142,14.7664,0.4297
2454341.515069,142,14.2658,0.2670
2454341.521505,142,15.1155,0.5864
2454341.521968,142,15.0155,0.5356
2454341.528137,142,14.9729,0.5191
2454341.528576,142,14.6115,0.3714
2454341.534826,142,14.2572,0.2728
2454341.535266,142,14.3792,0.3058
2454341.541424,142,15.0949,0.5809
2454341.541840,142,14.1614,0.2481
2454341.550324,142,14.1768,0.2640
2454341.550764,142,14.6497,0.4091
2454341.558171,142,13.9723,0.2215
2454341.558634,142,14.4705,0.3457
2454341.566019,142,14.5086,0.3633
2454341.566447,142,14.0430,0.2352
2454344.424954,146,14.6733,0.1574
2454344.424954,142,14.5247,0.1560
2454344.425417,146,15.2392,0.2648
2454344.425417,142,14.4669,0.1492
2454344.430394,146,14.6422,0.1549
2454344.430394,142,14.7020,0.1889
2454344.430856,146,14.6350,0.1530
2454344.430856,142,14.5857,0.1687
2454344.437060,146,14.4837,0.1362
2454344.437060,142,14.4189,0.1478
2454344.437523,146,14.7524,0.1742
2454344.437523,142,14.5168,0.1609
2454344.442500,146,14.7630,0.1801
2454344.442500,142,14.3591,0.1420
2454344.442940,142,13.9853,0.1012
2454344.442963,146,13.8199,0.0767
2454344.447894,142,14.1050,0.1144
2454344.447917,146,13.9196,0.0859
2454344.448345,142,14.2523,0.1287
2454344.448356,146,14.2959,0.1195
2454344.455671,146,14.3789,0.1300
2454344.455671,142,14.4224,0.1534
2454344.456100,146,14.3283,0.1233
2454344.456100,142,14.3893,0.1490
2454344.461169,146,14.4794,0.1409
2454344.461169,142,14.3547,0.1449
2454344.461609,146,14.2544,0.1142
2454344.461609,142,14.2575,0.1321
2454344.467847,146,14.2667,0.1178
2454344.467847,142,14.4961,0.1664
2454344.468287,146,14.2687,0.1191
2454344.468287,142,14.7730,0.2141
2454344.475590,146,14.3080,0.1234
2454344.475590,142,14.3553,0.1481
2454344.476030,146,14.5662,0.1586
2454344.476030,142,14.7641,0.2154
2454344.482257,146,15.6242,0.4166
2454344.482257,142,14.1714,0.1249
2454344.482720,146,14.3777,0.1328
2454344.482720,142,14.4692,0.1636
2454344.488796,146,14.5993,0.1615
2454344.488796,142,14.5353,0.1717
2454344.489236,146,14.5625,0.1562
2454344.489236,142,14.7852,0.2173
