HJD,camera,magnitude,"magnitude error"
2454392.555521,141,14.9753,0.0839
2454392.562894,141,14.7913,0.0709
2454392.563333,141,14.8528,0.0755
2454392.570637,141,14.6438,0.0635
2454392.571076,141,14.6103,0.0608
2454392.579491,141,14.3960,0.0531
2454392.579954,141,14.4033,0.0537
2454392.589410,141,14.6392,0.0659
2454392.589850,141,14.4279,0.0557
2454392.597188,141,14.6696,0.0688
2454392.597627,141,14.5194,0.0610
2454392.604954,141,14.5688,0.0638
2454392.605382,141,14.6546,0.0688
2454393.324606,146,14.3112,0.0736
2454393.324606,142,14.5355,0.1086
2454393.325046,146,14.4116,0.0794
2454393.325046,142,14.2964,0.0866
2454393.328993,146,14.7265,0.0997
2454393.328993,142,14.4089,0.0901
2454393.329421,142,14.5283,0.0998
2454393.329433,146,14.4736,0.0786
2454393.334479,146,14.6597,0.0893
2454393.334479,142,14.5021,0.0946
2454393.334907,146,14.7009,0.0927
2454393.334907,142,14.4363,0.0887
2454393.341100,146,14.5254,0.0788
2454393.341100,142,14.5969,0.1018
2454393.341539,146,14.5826,0.0827
2454393.341539,142,14.6157,0.1040
2454393.346389,146,14.3948,0.0693
2454393.346389,142,14.7324,0.1146
2454393.346829,146,14.7332,0.0931
2454393.346829,142,14.6879,0.1103
2454393.351748,146,14.9985,0.1186
2454393.351748,142,14.8929,0.1306
2454393.352211,146,14.5102,0.0762
2454393.352211,142,14.8357,0.1234
2454393.357072,146,14.5651,0.0780
2454393.357072,142,14.8207,0.1234
2454393.357535,146,14.6582,0.0871
2454393.357535,142,14.4354,0.0869
2454393.363611,146,14.5450,0.0771
2454393.363611,142,14.6245,0.1047
2454393.364039,146,14.6305,0.0838
2454393.364039,142,14.7739,0.1178
2454393.368958,146,14.7337,0.0914
2454393.368958,142,14.5505,0.0997
2454393.369421,142,14.5746,0.1023
2454393.369433,146,14.8142,0.0979
2454393.376713,146,14.8656,0.1010
2454393.376713,142,14.6715,0.1082
2454393.377141,142,14.8952,0.1333
2454393.377153,146,14.5874,0.0794
2454393.383611,146,14.5127,0.0741
2454393.383611,142,14.6631,0.1078
2454393.389595,146,14.6251,0.0818
2454393.389595,142,14.5688,0.0977
2454393.390035,146,14.4554,0.0704
2454393.390035,142,14.4584,0.0898
2454393.396134,146,14.4795,0.0718
2454393.396134,142,14.5003,0.0928
2454393.396574,146,14.1824,0.0551
2454393.396574,142,14.2685,0.0762
2454393.402755,142,14.2668,0.0771
2454393.402766,146,14.2528,0.0588
2454393.403194,146,14.1426,0.0533
2454393.411296,146,13.9713,0.0462
2454393.411296,142,14.2857,0.0802
2454393.411736,142,14.3121,0.0789
2454393.418912,146,14.2329,0.0575
2454393.418912,142,14.5906,0.0983
2454393.419352,146,14.1164,0.0511
2454393.426481,146,14.2946,0.0602
2454393.426481,142,14.4663,0.0880
2454393.426921,146,14.2470,0.0580
2454393.426921,142,14.4185,0.0863
2454393.434074,146,14.5402,0.0744
2454393.434074,142,14.4175,0.0851
2454393.434537,146,14.5264,0.0748
2454393.434537,142,14.5006,0.0902
2454393.441736,146,14.5584,0.0760
2454393.441736,142,14.6301,0.1001
2454393.442176,146,14.7428,0.0904
2454393.442176,142,14.6796,0.1062
2454393.451505,142,14.5087,0.0914
2454393.451528,146,14.5266,0.0747
2454393.451944,142,14.5445,0.0957
2454393.451968,146,14.6546,0.0844
2454393.460370,146,14.5820,0.0780
2454393.460370,142,14.5894,0.0956
2454393.460810,146,14.5415,0.0744
2454393.460810,142,14.6307,0.0999
2454393.461435,141,14.4538,0.0818
2454393.461875,141,14.3785,0.0750
2454393.470301,146,14.7135,0.0874
2454393.470301,142,14.6074,0.0940
2454393.470741,146,14.4965,0.0715
2454393.470741,142,14.6803,0.1021
2454393.471389,141,14.2512,0.0661
2454393.471852,141,14.3549,0.0724
2454393.480301,146,14.9003,0.1027
2454393.480301,142,14.8256,0.1122
2454393.480729,146,14.7810,0.0926
2454393.480729,142,14.8520,0.1169
2454393.481354,141,14.9659,0.1239
2454393.481794,141,15.1885,0.1515
2454393.488924,142,14.5445,0.0895
2454393.488947,146,14.9240,0.1134
2454393.489375,142,14.5610,0.0896
2454393.489387,146,14.6507,0.0868
2454393.489977,141,14.9849,0.1248
2454393.490417,141,14.8781,0.1138
2454393.500961,142,14.4935,0.1097
2454393.501400,142,14.3655,0.0951
2454393.502049,141,14.4761,0.1003
2454393.502488,141,14.5630,0.1087
2454393.509745,142,14.1821,0.0736
2454393.510208,142,14.2373,0.0795
2454393.510856,141,14.3300,0.0883
2454393.511319,141,14.3899,0.0958
2454393.519572,142,14.2447,0.0676
2454393.520035,142,14.4379,0.0787
2454393.520706,141,14.3361,0.0728
2454393.521169,141,14.4528,0.0788
2454393.528322,142,14.1147,0.1491
2454393.528762,142,14.0890,0.1464
2454393.529826,141,14.4298,0.3052
2454393.538194,142,14.4832,0.0842
2454393.564144,141,14.8456,0.0920
2454393.572546,141,14.9811,0.1032
2454393.572986,141,14.9713,0.1016
2454393.581273,141,15.0383,0.1087
2454393.581701,141,14.9675,0.1045
2454393.590139,141,14.7944,0.0933
2454393.590579,141,14.9124,0.1014
2454393.597824,141,14.7547,0.0915
2454393.598264,141,14.8310,0.0978
2454393.606007,141,14.4303,0.0780
2454394.322801,146,14.5112,0.1077
2454394.322801,142,14.2873,0.1038
2454394.323241,146,14.3543,0.0920
2454394.323241,142,14.8452,0.1695
2454394.327106,146,14.2360,0.0760
2454394.327106,142,14.2472,0.0911
2454394.327546,146,14.2558,0.0773
2454394.327546,142,14.3273,0.0978
2454394.328218,141,14.8191,0.1463
2454394.328657,141,15.0552,0.1811
2454394.332488,146,13.8522,0.0516
2454394.332488,142,14.2039,0.0846
2454394.332928,146,14.1494,0.0681
2454394.332928,142,14.1972,0.0840
2454394.334884,141,14.7511,0.1312
2454394.335324,141,14.5513,0.1086
2454394.339248,146,14.3110,0.0763
2454394.339248,142,14.2098,0.0844
2454394.339711,146,14.0072,0.0590
2454394.339711,142,14.2563,0.0878
2454394.340417,141,14.4450,0.0985
2454394.340856,141,14.4877,0.1030
2454394.344792,146,14.1473,0.0654
2454394.344792,142,14.3082,0.0916
2454394.345243,146,14.3750,0.0808
2454394.345243,142,14.2659,0.0882
2454394.345868,141,14.3355,0.0897
2454394.346308,141,14.4335,0.0965
2454394.350174,146,14.4169,0.0838
2454394.350174,142,14.2484,0.0863
2454394.350602,146,14.5042,0.0904
2454394.350602,142,14.5475,0.1127
2454394.351262,141,14.3987,0.0956
2454394.351690,141,14.4308,0.0969
2454394.355521,146,14.1790,0.0672
2454394.355521,142,14.3341,0.0933
2454394.355961,146,14.3693,0.0794
2454394.355961,142,14.4704,0.1055
2454394.356620,141,14.8640,0.1412
2454394.357083,141,14.6480,0.1179
2454394.362118,146,14.3260,0.0773
2454394.362118,142,14.6063,0.1202
2454394.362558,146,14.6143,0.1013
2454394.362558,142,14.5341,0.1119
2454394.363183,141,14.8312,0.1371
2454394.363623,141,14.8414,0.1395
2454394.367477,146,15.1320,0.1612
2454394.367477,142,14.6018,0.1199
2454394.367917,146,14.5036,0.0905
2454394.367917,142,14.5650,0.1142
2454394.368530,141,14.7547,0.1295
2454394.368970,141,14.7765,0.1331
2454394.374005,146,14.7947,0.1166
2454394.374005,142,14.2994,0.0959
2454394.374444,146,14.7089,0.1077
2454394.374444,142,14.3840,0.1014
2454394.375069,141,14.7032,0.1249
2454394.375532,141,14.6658,0.1222
2454394.380579,146,14.5918,0.0969
2454394.380579,142,14.7621,0.1403
2454394.381042,146,15.0869,0.1512
2454394.381042,142,14.3925,0.1040
2454394.381667,141,14.8216,0.1381
2454394.382106,141,14.7552,0.1317
2454394.387106,146,14.8279,0.1210
2454394.387106,142,14.5556,0.1163
2454394.387523,146,14.6107,0.0996
2454394.387523,142,14.7195,0.1336
2454394.388171,141,15.0563,0.1663
2454394.388634,141,14.7859,0.1334
2454394.393623,146,14.7692,0.1147
2454394.393623,142,14.7130,0.1297
2454394.394051,146,14.4273,0.0840
2454394.394051,142,14.6127,0.1208
2454394.394653,141,14.8658,0.1448
2454394.395116,141,15.0006,0.1618
2454394.400185,146,14.4486,0.0864
2454394.400185,142,14.8415,0.1467
2454394.400625,146,14.6709,0.1057
2454394.400625,142,14.9214,0.1559
2454394.401250,141,15.1039,0.1754
2454394.401678,141,14.7716,0.1376
2454394.408808,146,14.3107,0.0764
2454394.408808,142,14.4454,0.1052
2454394.409248,146,14.4249,0.0839
2454394.409248,142,14.8742,0.1514
2454394.409931,141,15.0581,0.1659
2454394.410370,141,15.1763,0.1849
2454394.416620,146,14.4718,0.0891
2454394.416620,142,14.7599,0.1378
2454394.417083,146,14.9169,0.1328
2454394.417083,142,14.6879,0.1296
2454394.417766,141,14.8293,0.1425
2454394.418206,141,15.0124,0.1629
2454394.424306,146,14.6739,0.1050
2454394.424306,142,14.5889,0.1178
2454394.424745,146,14.6308,0.1025
2454394.424745,142,14.5165,0.1106
2454394.425405,141,14.9650,0.1558
2454394.425856,141,14.7459,0.1315
2454394.431806,146,14.2347,0.0711
2454394.431806,142,14.1980,0.0860
2454394.432245,146,14.1292,0.0656
2454394.432870,141,14.7634,0.1347
2454394.433310,141,14.6152,0.1198
2454394.439317,146,14.1900,0.0693
2454394.439317,142,14.1593,0.0835
2454394.439780,146,14.1849,0.0685
2454394.441586,141,14.3226,0.1021
2454394.442049,141,14.3894,0.1049
2454394.449329,146,14.1447,0.0665
2454394.449329,142,14.2246,0.0889
2454394.449769,146,14.4324,0.0845
2454394.449769,142,14.3956,0.1009
2454394.450822,141,14.5772,0.1194
2454394.458021,146,14.2212,0.0694
2454394.458044,142,14.3108,0.0946
2454394.458484,146,14.4232,0.0837
2454394.458484,142,14.3058,0.0954
2454394.459178,141,14.3970,0.1078
2454394.459630,141,14.6543,0.1264
2454394.466794,146,14.3741,0.0802
2454394.466794,142,14.3690,0.0950
2454394.467234,146,14.5551,0.0942
2454394.467234,142,14.3788,0.0969
2454394.467882,141,14.4664,0.1117
2454394.468322,141,14.8673,0.1453
2454394.475486,146,14.8964,0.1310
2454394.475486,142,14.5181,0.1063
2454394.475949,146,14.8376,0.1253
2454394.475949,142,14.5763,0.1119
2454394.477685,141,14.8926,0.1482
2454394.478148,141,14.6710,0.1280
2454394.485382,142,14.4258,0.0990
2454394.485822,142,14.5307,0.1064
2454394.486458,141,14.6479,0.1254
2454394.486898,141,14.7475,0.1336
2454394.496400,142,14.7963,0.1328
2454394.496840,142,14.4881,0.1024
2454394.497477,141,14.6848,0.1252
2454394.497917,141,14.5400,0.1156
2454394.505023,142,14.6228,0.1168
2454394.505486,142,14.6837,0.1231
2454394.506076,141,14.6105,0.1214
2454394.506539,141,14.7857,0.1375
2454394.514792,142,14.4539,0.0988
2454394.515220,142,14.6910,0.1209
2454394.515822,141,14.9064,0.1462
2454394.516262,141,14.8099,0.1370
2454394.523565,142,14.6528,0.1183
2454394.524005,142,14.3755,0.0923
2454394.524664,141,14.6910,0.1234
2454394.525127,141,14.6884,0.1240
2454394.531296,142,14.4884,0.1020
2454394.531759,142,14.4366,0.0952
2454394.534653,141,14.0826,0.0971
2454394.535093,141,14.2220,0.1015
2454394.541412,142,14.1362,0.0731
2454394.541863,142,14.1917,0.0769
2454394.542523,141,14.1544,0.1020
2454394.542963,141,14.0754,0.1004
2454394.550394,142,14.3208,0.0846
2454394.550833,142,14.0993,0.0696
2454394.551551,141,14.0586,0.0966
2454394.551991,141,14.2305,0.1049
2454394.558056,142,14.3830,0.0886
2454394.558519,142,14.2960,0.0825
2454394.559120,141,14.2289,0.1013
2454394.559583,141,14.0367,0.0944
2454394.565660,142,14.4318,0.0895
2454394.566111,142,14.2684,0.0778
2454394.566736,141,14.1647,0.0962
2454394.567176,141,14.1723,0.0975
2454394.574514,142,14.5069,0.0897
2454394.574954,142,14.3120,0.0762
2454394.575556,141,14.3429,0.1016
2454394.575972,141,14.4006,0.1054
2454394.584306,141,14.4970,0.1028
2454394.584745,141,14.3558,0.0958
2454394.591944,141,14.6933,0.1047
2454394.592384,141,14.4671,0.0973
2454394.599630,141,14.7216,0.1014
2454394.600069,141,14.4557,0.0927
2454394.608785,141,14.7680,0.1024
2454395.321944,146,14.8288,0.1741
2454395.321944,142,14.6348,0.1714
2454395.322384,146,15.5322,0.3206
2454395.322384,142,14.4320,0.1428
2454395.322998,141,14.9818,0.2073
2454395.323438,141,15.2169,0.2566
2454395.327245,146,14.9525,0.1758
2454395.327245,142,14.9532,0.2075
2454395.327708,146,14.6488,0.1326
2454395.328391,141,15.3015,0.2562
2454395.328831,141,14.7261,0.1542
2454395.333831,146,14.4803,0.1107
2454395.333831,142,14.8121,0.1750
2454395.334271,146,14.9268,0.1665
2454395.334271,142,14.9175,0.1935
2454395.334954,141,15.0814,0.2088
2454395.335394,141,14.8217,0.1653
2454395.339259,146,15.0842,0.1874
2454395.339259,142,14.9416,0.1961
2454395.339722,146,14.7408,0.1355
2454395.339722,142,14.6813,0.1529
2454395.340336,141,15.1607,0.2206
2454395.340775,141,14.9999,0.1916
2454395.344664,146,14.5733,0.1173
2454395.344664,142,14.6656,0.1519
2454395.345104,146,14.8042,0.1442
2454395.345104,142,14.5060,0.1315
2454395.345752,141,15.2282,0.2327
2454395.346192,141,15.0052,0.1911
2454395.350150,146,14.5457,0.1135
2454395.350150,142,14.9312,0.1910
2454395.350579,146,14.2285,0.0847
2454395.350579,142,14.8177,0.1715
2454395.352488,141,14.8164,0.1595
2454395.352951,141,15.0776,0.2001
2454395.358056,146,14.6972,0.1291
2454395.358056,142,14.2910,0.1086
2454395.358495,146,14.0739,0.0739
2454395.358495,142,14.4204,0.1211
2454395.359178,141,14.5694,0.1293
2454395.359641,141,14.6058,0.1326
2454395.363461,146,14.0840,0.0747
2454395.363472,142,14.1775,0.0971
2454395.363900,146,14.2904,0.0895
2454395.363900,142,14.2294,0.1006
2454395.364549,141,14.4726,0.1170
2454395.364988,141,14.4443,0.1157
2454395.371088,146,14.0117,0.0689
2454395.371100,142,14.1312,0.0916
2454395.371551,146,14.1156,0.0757
2454395.371551,142,14.1417,0.0918
2454395.372211,141,14.4693,0.1181
2454395.372650,141,14.4521,0.1157
2454395.377604,146,14.2404,0.0841
2454395.377604,142,14.1728,0.0922
2454395.378056,146,13.9488,0.0644
2454395.378056,142,14.1404,0.0907
2454395.378634,141,14.2868,0.1031
2454395.379086,141,14.6653,0.1388
2454395.384132,146,14.3128,0.0900
2454395.384132,142,14.4903,0.1252
2454395.384572,146,14.2944,0.0881
2454395.384572,142,14.2526,0.1006
2454395.385220,141,14.6147,0.1343
2454395.385660,141,14.8593,0.1631
2454395.390637,146,14.3802,0.0942
2454395.390637,142,14.3087,0.1061
2454395.391076,146,14.2511,0.0850
2454395.391076,142,14.4072,0.1151
2454395.391725,141,14.5939,0.1335
2454395.392188,141,14.7032,0.1440
2454395.397141,146,14.4186,0.0982
2454395.397141,142,14.4161,0.1170
2454395.397581,146,14.2159,0.0821
2454395.397581,142,14.5441,0.1310
2454395.398206,141,14.9788,0.1804
2454395.398646,141,14.4110,0.1176
2454395.405822,146,14.2400,0.0835
2454395.405822,142,14.4578,0.1247
2454395.406262,146,14.5087,0.1068
2454395.406262,142,14.5520,0.1343
2454395.406887,141,14.1485,0.1020
2454395.407315,141,14.3002,0.1122
2454395.413368,146,14.5911,0.1152
2454395.413368,142,14.7271,0.1562
2454395.413819,146,14.8337,0.1443
2454395.413819,142,14.4195,0.1205
2454395.414479,141,14.5586,0.1338
2454395.414919,141,14.4622,0.1278
2454395.420856,146,14.7419,0.1329
2454395.420856,142,14.3836,0.1182
2454395.421296,146,14.3909,0.0960
2454395.421296,142,14.5551,0.1339
2454395.421956,141,14.5795,0.1394
2454395.422396,141,14.6690,0.1466
2454395.428495,146,14.3197,0.0910
2454395.428495,142,14.8973,0.1822
2454395.428924,146,14.7388,0.1344
2454395.428924,142,14.8444,0.1728
2454395.429549,141,14.8032,0.1613
2454395.429977,141,14.9554,0.1839
2454395.436019,146,14.7621,0.1353
2454395.436019,142,14.8531,0.1748
2454395.436458,146,15.8167,0.3599
2454395.436458,142,15.1804,0.2360
2454395.437164,141,14.8517,0.1701
2454395.437604,141,14.4602,0.1274
2454395.446053,146,14.9385,0.1605
2454395.446053,142,14.8004,0.1657
2454395.446493,146,15.0481,0.1782
2454395.446493,142,14.5339,0.1290
2454395.447118,141,14.8351,0.1681
2454395.447581,141,15.1027,0.2050
2454395.454965,146,15.1200,0.1899
2454395.454965,142,14.6709,0.1473
2454395.455428,146,14.3151,0.0911
2454395.455428,142,14.6710,0.1493
2454395.456088,141,14.5184,0.1361
2454395.456516,141,14.3090,0.1194
2454395.463646,146,14.5674,0.1174
2454395.463646,142,14.2367,0.1003
2454395.464109,146,14.2425,0.0867
2454395.464109,142,14.2963,0.1044
2454395.464803,141,14.1594,0.1095
2454395.465243,141,14.0857,0.1034
2454395.472986,142,14.0646,0.0857
2454395.474769,141,14.3552,0.1167
2454395.475220,141,14.2775,0.1100
2454395.482488,142,14.2301,0.0995
2454395.482940,142,14.4248,0.1177
2454395.483600,141,14.2662,0.1139
2454395.493565,142,14.5357,0.1298
2454395.493993,142,14.4601,0.1224
2454395.494618,141,14.5114,0.1298
2454395.495058,141,14.5126,0.1296
2454395.502211,142,14.5652,0.1351
2454395.502650,142,14.4727,0.1245
2454395.503241,141,14.7498,0.3638
2454396.322870,141,15.4228,0.3771
2454396.323310,141,15.3112,0.3344
2454396.323958,146,14.4057,0.1412
2454396.323958,142,14.8209,0.2357
2454396.324398,146,14.6888,0.1829
2454396.324398,142,14.5880,0.1925
2454396.327234,141,15.3274,0.3327
2454396.327674,141,14.7178,0.1908
2454396.329560,146,14.3168,0.1290
2454396.329560,142,14.3899,0.1590
2454396.330000,146,14.8286,0.1998
2454396.330000,142,14.3865,0.1574
2454396.334016,141,15.4436,0.3681
2454396.334456,141,14.8427,0.2087
2454396.335069,146,14.6290,0.1686
2454396.335069,142,14.7447,0.2169
2454396.335509,146,14.7121,0.1775
2454396.335509,142,14.4498,0.1643
2454396.339433,141,15.3211,0.3233
2454396.339896,141,15.3724,0.3432
2454396.340498,146,14.4977,0.1490
2454396.340498,142,14.9161,0.2512
2454396.340926,146,15.2491,0.2922
2454396.340926,142,14.7701,0.2179
2454396.357951,146,14.3342,0.1270
2454396.357951,142,14.2816,0.1405
2454396.358391,146,14.6952,0.1745
2454396.358391,142,14.5063,0.1699
2454396.362211,141,15.0074,0.2348
2454396.362650,141,15.3146,0.3091
2454396.364491,146,14.4020,0.1306
2454396.364491,142,15.1148,0.2832
2454396.364931,146,15.3627,0.3136
2454396.364931,142,14.8449,0.2208
2454396.368843,141,14.9522,0.2184
2454396.369282,141,14.8935,0.2096
2454396.371053,146,14.9595,0.2162
2454396.371053,142,14.7162,0.1988
2454396.371493,146,15.0950,0.2455
2454396.371493,142,14.7058,0.1987
2454396.375359,141,15.3090,0.3053
2454396.375822,141,15.1271,0.2597
2454396.377593,146,14.1179,0.1011
2454396.377593,142,14.8717,0.2285
2454396.378032,146,14.7536,0.1785
2454396.378032,142,14.6929,0.1943
2454396.381921,141,14.5223,0.1522
2454396.382361,141,15.2225,0.2794
2454396.384167,146,15.0810,0.2410
2454396.384167,142,14.3333,0.1457
2454396.384606,142,14.2220,0.1329
2454396.384630,146,15.0159,0.2292
2454396.388484,141,14.6998,0.1727
2454396.388947,141,14.7505,0.1802
2454396.390637,146,14.4209,0.1327
2454396.391076,146,14.4026,0.1297
2454396.391076,142,14.7177,0.2007
2454396.415451,142,14.3843,0.1475
2454396.415914,146,14.3359,0.1198
2454396.415914,142,14.6081,0.1782
2454396.419884,141,13.7477,0.1688
2454396.435648,141,14.4464,0.1364
2454396.436111,141,14.6302,0.1564
2454396.439028,146,15.3597,0.3131
2454396.439028,142,14.6916,0.1892
2454396.439468,146,14.3940,0.1292
2454396.439468,142,14.6401,0.1777
2454396.444387,141,14.6144,0.1554
2454396.444826,141,14.4180,0.1328
2454396.448715,146,14.9339,0.2117
2454396.448715,142,14.6430,0.1786
2454396.449155,146,14.5498,0.1490
2454396.449155,142,14.6212,0.1772
2454396.453102,141,14.6153,0.1561
2454396.453542,141,14.4661,0.1369
2454396.474734,142,14.9376,0.2316
2454396.475174,142,14.7886,0.2011
2454396.479063,141,14.3774,0.1269
2454396.479525,141,14.6241,0.1548
2454396.483646,142,15.1795,0.2884
2454396.484097,142,14.6374,0.1760
2454396.504063,141,14.0958,0.0974
2454396.504502,141,14.0695,0.0965
2454396.509514,142,14.2773,0.1322
2454396.509965,142,14.3269,0.1369
2454396.512708,141,14.4859,0.1396
2454396.513171,141,14.1815,0.1101
2454396.518252,142,14.0512,0.1056
2454396.518692,142,14.7829,0.2087
2454396.521493,141,14.5092,0.1445
2454396.521933,141,14.4301,0.1336
2454396.527037,142,14.2952,0.1341
2454396.527500,142,14.6616,0.1888
2454396.530197,141,14.5232,0.1455
2454396.530637,141,14.4074,0.1344
2454396.536794,142,14.2958,0.1371
2454396.537234,142,14.2414,0.1305
2454396.537882,141,15.4880,0.3582
2454396.538322,141,14.2202,0.1139
2454396.544421,142,14.3916,0.1490
2454396.544861,142,14.2165,0.1281
2454396.545451,141,14.5192,0.1554
2454396.545891,141,15.0197,0.2398
2454396.552014,142,14.2650,0.1390
2454396.552454,142,14.4103,0.1583
2454396.553137,141,14.2389,0.1214
2454396.553576,141,14.3536,0.1356
2454396.559896,142,14.5058,0.1753
2454396.560336,142,14.7985,0.2289
2454396.560949,141,14.5064,0.1556
2454396.561389,141,14.5493,0.1640
2454396.567546,142,14.8053,0.2328
2454396.567986,142,14.9367,0.2610
2454396.568611,141,14.1587,0.1166
2454396.569051,141,14.5613,0.1671
2454396.577419,141,14.4595,0.1579
2454396.577882,141,14.3870,0.1483
2454396.585081,141,16.1377,0.7892
2454396.585544,141,14.5709,0.1863
2454396.592824,141,15.1322,0.3182
2454396.593287,141,14.5420,0.1889
2454396.600451,141,14.6515,0.2134
2454396.600880,141,14.1084,0.1323
2454396.608646,141,13.9653,0.1212
2454396.617222,141,14.4951,0.1907
2454396.617662,141,14.1969,0.1475
2454397.317650,141,15.3630,0.4172
2454397.318090,141,15.4227,0.4394
2454397.318738,146,14.1660,0.1417
2454397.318738,142,14.4090,0.1982
2454397.319178,146,13.9799,0.1205
2454397.319178,142,14.8529,0.2846
2454397.321956,141,14.7790,0.2314
2454397.322407,141,15.1717,0.3295
2454397.323067,146,13.8814,0.1083
2454397.323067,142,14.2322,0.1665
2454397.323507,146,15.1054,0.3041
2454397.323507,142,14.3766,0.1854
2454397.327928,141,14.6896,0.2051
2454397.328553,146,14.1788,0.1349
2454397.328553,142,13.9476,0.1326
2454397.328993,146,14.2902,0.1471
2454397.328993,142,14.1808,0.1560
2454397.332998,141,14.8686,0.2412
2454397.333438,141,14.8768,0.2428
2454397.334051,142,14.2877,0.1701
2454397.334491,146,14.2483,0.1408
2454397.334491,142,14.4047,0.1863
2454397.338391,141,14.8921,0.2402
2454397.338843,141,15.0858,0.2901
2454397.339433,142,14.3323,0.1732
2454397.339873,142,14.3143,0.1700
2454397.339884,146,13.9786,0.1124
2454397.343681,141,14.8232,0.2259
2454397.344144,141,14.5001,0.1664
2454397.344792,146,14.2009,0.1307
2454397.344792,142,14.0477,0.1352
2454397.345231,142,14.5172,0.1959
2454397.345255,146,13.9672,0.1081
2454397.350150,141,14.6959,0.1980
2454397.350590,141,14.7870,0.2163
2454397.352477,146,14.2506,0.1321
2454397.352477,142,15.0191,0.2979
2454397.352917,146,14.1267,0.1191
2454397.352917,142,14.6177,0.2063
2454397.356806,141,15.0060,0.2627
2454397.357245,141,14.6137,0.1831
2454397.357894,146,14.9619,0.2509
2454397.357894,142,14.0192,0.1244
2454397.358333,146,14.3044,0.1396
2454397.358333,142,14.9481,0.2783
2454397.363507,141,14.8631,0.2286
2454397.363947,141,14.5447,0.1706
2454397.365718,146,14.1986,0.1254
2454397.365718,142,14.4404,0.1804
2454397.366181,146,14.6056,0.1786
2454397.366181,142,14.2067,0.1505
2454397.370127,141,14.5807,0.1760
2454397.370567,141,14.9955,0.2557
2454397.372280,146,14.5832,0.1754
2454397.372280,142,14.7422,0.2362
2454397.372743,146,14.3976,0.1498
2454397.372743,142,14.5146,0.1939
2454397.376516,141,15.0634,0.2718
2454397.376944,141,14.7208,0.1978
2454397.378657,146,14.7195,0.2017
2454397.379097,146,15.2062,0.3135
2454397.379097,142,14.6879,0.2276
2454397.384074,141,15.4828,0.3952
2454397.384514,141,15.1906,0.2975
2454397.386319,146,14.9895,0.2562
2454397.386319,142,14.7290,0.2377
2454397.386782,146,14.6174,0.1842
2454397.386782,142,14.6230,0.2147
2454397.390671,141,14.4184,0.1487
2454397.391088,141,14.6653,0.1872
2454397.392847,146,14.4557,0.1574
2454397.392847,142,14.2868,0.1635
2454397.399363,141,15.0620,0.2640
2454397.399826,141,14.3806,0.1442
2454397.402685,146,15.6610,0.4681
2454397.402685,142,14.5876,0.1967
2454397.403148,146,14.9288,0.2444
2454397.403148,142,15.3389,0.3852
2454397.407488,141,14.7247,0.1952
2454397.410347,146,14.8919,0.2330
2454397.410347,142,15.1701,0.3309
2454397.410787,146,14.8226,0.2194
2454397.410787,142,14.7913,0.2345
2454397.414676,141,14.5277,0.1627
2454397.415104,141,14.8286,0.2088
2454397.417917,142,15.2886,0.3658
2454397.417940,146,14.9875,0.2599
2454397.418380,146,14.1945,0.1339
2454397.418380,142,14.8213,0.2382
2454397.422292,141,14.4286,0.1482
2454397.422731,141,14.6316,0.1792
2454397.425625,146,14.3562,0.1520
2454397.425625,142,13.9850,0.1305
2454397.426088,146,13.9256,0.1088
2454397.426088,142,14.2825,0.1592
2454397.429954,141,14.0476,0.1109
2454397.430394,141,14.0266,0.1061
2454397.434525,146,14.3059,0.1453
2454397.434525,142,14.0704,0.1428
2454397.434965,146,14.0004,0.1147
2454397.434965,142,14.1761,0.1522
2454397.439942,141,13.9716,0.1030
2454397.440382,141,14.5239,0.1612
2454397.444398,146,14.0337,0.1180
2454397.444398,142,14.2706,0.1653
2454397.444838,146,14.2211,0.1371
2454397.444838,142,14.4494,0.1851
2454397.448727,141,14.1408,0.1163
2454397.449190,141,14.0965,0.1109
2454397.453183,146,14.4731,0.1682
2454397.453183,142,14.1212,0.1501
2454397.453646,146,14.4181,0.1612
2454397.453646,142,14.5370,0.2020
2454397.457523,141,14.4451,0.1520
2454397.457963,141,14.3556,0.1383
2454397.461944,146,15.6013,0.4771
2454397.461944,142,14.8680,0.2630
2454397.462384,146,15.3009,0.3629
2454397.462384,142,14.6312,0.2162
2454397.466250,141,14.5986,0.1738
2454397.466713,141,14.3627,0.1425
2454397.470787,142,14.4121,0.1843
2454397.471215,142,14.6784,0.2223
2454397.475139,141,14.3146,0.1359
2454397.475602,141,14.5529,0.1655
2454397.479676,142,14.3153,0.1653
2454397.480116,142,14.8247,0.2500
2454397.485069,141,14.5135,0.1594
2454397.485532,141,14.5008,0.1603
2454397.490637,142,14.8267,0.2455
2454397.491076,142,14.7257,0.2242
2454397.493877,141,14.4242,0.1526
2454397.494340,141,14.2309,0.1294
2454397.499375,142,14.5139,0.1945
2454397.499792,142,14.6401,0.2175
2454397.502581,141,15.1988,0.3110
2454397.503032,141,14.2922,0.1407
2454397.508009,142,14.3473,0.1871
2454397.508449,142,14.7464,0.2764
2454397.511331,141,14.6488,0.2118
2454397.511771,141,14.6082,0.1985
2454397.516817,142,14.6756,0.2384
2454397.517280,142,15.4192,0.4518
2454397.519988,141,14.7673,0.2130
2454397.520451,141,14.1934,0.1292
2454397.526620,142,14.5887,0.2040
2454397.527060,142,14.5043,0.1887
2454397.528808,141,14.4025,0.1534
2454397.529259,141,14.1776,0.1282
